,name,singer,link,comments_num
84,Spectre,Alan Walker,https://music.163.com/song?id=30064263,76764
85,Almost Lover,A Fine Frenzy,https://music.163.com/song?id=16426514,76533
86,Jocelyn Flores,XXXTENTACION,https://music.163.com/song?id=501133798,75863
87,Free Loop,Daniel Powter,https://music.163.com/song?id=5253801,75618
88,I Hate Myself For Loving You,Joan Jett & the Blackhearts,https://music.163.com/song?id=4132379,75564
89,Summertrain,Greyson Chance,https://music.163.com/song?id=17996972,75390
90,Shape Of My Heart,Sting,https://music.163.com/song?id=1934649,74950
91,Sugar,Maroon 5,https://music.163.com/song?id=29019227,74633
92,Pacific Rim,Ramin Djawadi,https://music.163.com/song?id=26625301,74619
93,The Party Troll,D1ofaquavibe,https://music.163.com/song?id=38358820,73833
94,Samsara,Tungevaag & Raaban,https://music.163.com/song?id=33291435,73471
95,ты любил её ?!,dalebotbeats,https://music.163.com/song?id=454069168,73052
96,Auf Und Auf Voll Lebenslust,Franzl Lang,https://music.163.com/song?id=1371159,72994
97,Star Sky - Instrumental,Two Steps From Hell,https://music.163.com/song?id=31654479,72883
98,League of Legends Epic Dubstep(LOL Remix),ThimLife,https://music.163.com/song?id=32341324,72569
99,Move Your Body (Alan Walker Remix),Sia / Alan Walker,https://music.163.com/song?id=436487129,72551
100,Cry On My Shoulder,Deutschland sucht den Superstar / Various Artists,https://music.163.com/song?id=17194024,72336
101,Axel F,Crazy Frog,https://music.163.com/song?id=2313544,71393
102,Alone,Alan Walker / Noonie Bao,https://music.163.com/song?id=444269135,71085
103,Sunburst,Tobu / Itro,https://music.163.com/song?id=28830411,70899
104,What Makes You Beautiful,One Direction,https://music.163.com/song?id=17753288,70513
105,Empire of Angels,Thomas Bergersen,https://music.163.com/song?id=29460377,70154
106,Champagne Ocean,Ehrling,https://music.163.com/song?id=436147067,69518
107,Here With You,Asher Book,https://music.163.com/song?id=27583305,69483
108,Ringtone (MetroGnome Remix),MetroGnome,https://music.163.com/song?id=28665224,69448
109,Gorgeous,Taylor Swift,https://music.163.com/song?id=514235010,69301
110,something just like this(deepmaniak remix),Deepmaniak / The Chainsmokers / Coldplay,https://music.163.com/song?id=504017347,69021
111,Whistle,Flo Rida,https://music.163.com/song?id=17793698,68932
112,50 Ways to Say Goodbye,Train,https://music.163.com/song?id=21803760,68304
113,The Spectre,Alan Walker,https://music.163.com/song?id=506092035,67833
114,Because of You,Josh Vietti,https://music.163.com/song?id=28828074,67434
115,Psycho (Pt. 2),Russ,https://music.163.com/song?id=440208643,67370
116,Who Let The Dogs Out,Baha Men,https://music.163.com/song?id=16823382,67170
117,Beautiful Now,Zedd / Jon Bellion,https://music.163.com/song?id=32019002,66581
118,Energy Drink,Virtual Riot,https://music.163.com/song?id=27542857,65701
119,Sky (Radio Edit),Steerner / Martell,https://music.163.com/song?id=29553031,65418
120,Counting Stars,Alex Goot / Chrissy Costanza / Kurt Hugo Schneider,https://music.163.com/song?id=28248872,65337
121,Young And Beautiful,Lana Del Rey,https://music.163.com/song?id=26243686,65067
122,Windfall,TheFatRat,https://music.163.com/song?id=29774609,65003
123,Masked Heroes,Vexento,https://music.163.com/song?id=30854966,64936
124,Visions,Acreix,https://music.163.com/song?id=34040716,64796
125,Take Me To Infinity,Consoul Trainin,https://music.163.com/song?id=431855270,64652
126,Horizon,Janji,https://music.163.com/song?id=30064175,64404
127,Where Is the Love,Josh Vietti,https://music.163.com/song?id=28828076,63742
128,In The End,Linkin Park,https://music.163.com/song?id=4153632,63693
129,Summertime,K-391,https://music.163.com/song?id=32166628,63539
130,Need You Now,Lady Antebellum,https://music.163.com/song?id=4154790,63179
131,Something Just Like This,Sam Tsui / Kurt Hugo Schneider,https://music.163.com/song?id=466122460,63029
132,The Ocean (Radio Edit),Mike Perry / SHY Martin,https://music.163.com/song?id=409916250,62705
133,Summer Vibe,Walk off the Earth,https://music.163.com/song?id=4433364,62594
134,You're Beautiful,James Blunt,https://music.163.com/song?id=5179544,62175
135,Clsr (Aash Mehta Flip),Aash Mehta / The Chainsmokers,https://music.163.com/song?id=427142481,62056
136,R.I.O. Megamix (Continuous DJ Mix),R.I.O.,https://music.163.com/song?id=26389092,61831
137,Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,Anthem Lights,https://music.163.com/song?id=33418570,61233
138,My Heart Will Go On,Celine Dion,https://music.163.com/song?id=2308499,61177
139,Someone Like You,Adele,https://music.163.com/song?id=16435049,60887
140,Send It,Austin Mahone / Rich Homie Quan,https://music.163.com/song?id=426291544,60819
141,Bye Bye Bye,Lovestoned,https://music.163.com/song?id=4164331,60716
142,I Do,911,https://music.163.com/song?id=28256115,60640
143,Tunak Tunak Tun,Daler Mehndi,https://music.163.com/song?id=17241116,60358
144,Wicked Wonderland (Radio Edit),Martin Tungevaag,https://music.163.com/song?id=28694864,60258
145,River Flows In You (Original Mix),Mark Pride,https://music.163.com/song?id=5086081,59990
146,She,Groove Coverage,https://music.163.com/song?id=4083642,59360
147,Staring At You,Diane Birch,https://music.163.com/song?id=27863779,59294
148,1-800-273-8255,Logic / Alessia Cara / Khalid,https://music.163.com/song?id=476598254,59189
149,River Flows in You,Yiruma,https://music.163.com/song?id=26237342,59113
150,What Do You Mean?,Justin Bieber,https://music.163.com/song?id=34228719,58906
151,Just Blue,Space,https://music.163.com/song?id=19067286,58714
152,Bila,Candy,https://music.163.com/song?id=28613576,58333
153,Oops,Little Mix / Charlie Puth,https://music.163.com/song?id=441491080,57852
154,Everglow,Coldplay / Gwyneth Paltrow,https://music.163.com/song?id=37239018,57717
155,Something Just Like This,Anthony Keyrouz / Romy Wave,https://music.163.com/song?id=466794339,57650
156,Sketch Plane,Cam Kelley,https://music.163.com/song?id=1212320,56317
157,Lost Stars,Adam Levine,https://music.163.com/song?id=28737747,56234
158,The Next Episode,Dr. Dre / Snoop Dogg,https://music.163.com/song?id=17405594,56124
159,This Is the Life,Angie Miller,https://music.163.com/song?id=29732659,56113
160,It Is Well (Live),Bethel Music / Kristene DiMarco,https://music.163.com/song?id=28456751,55906
161,2U,David Guetta / Justin Bieber,https://music.163.com/song?id=482988471,55820
162,Remember (Original Mix),Sensitive / Bogdan Bondarenko,https://music.163.com/song?id=27644359,55625
163,7 Years,Lukas Graham,https://music.163.com/song?id=405599119,55613
164,Wake Me Up,Avicii / Aloe Blacc,https://music.163.com/song?id=27713920,55478
165,How Long,Charlie Puth,https://music.163.com/song?id=509728806,55141
166,Rather Be,Clean Bandit / Jess Glynne,https://music.163.com/song?id=28095742,55119
167,Зая,Бамбинтон,https://music.163.com/song?id=518094151,55022
168,Love Yourself,Justin Bieber,https://music.163.com/song?id=36496695,54734
169,Demons,Imagine Dragons,https://music.163.com/song?id=19945735,54541
170,Centuries,Fall Out Boy,https://music.163.com/song?id=29307038,54512
171,Darkside,Alan Walker / Au/Ra / Tomine Harket,https://music.163.com/song?id=1296410418,54135
172,Pop Danthology 2012,DJ Daniel Kim,https://music.163.com/song?id=28577876,54113
173,Way Back Home,SHAUN,https://music.163.com/song?id=863046037,54090
174,Don't Wanna Know/We Don't Talk Anymore,Sam Tsui / Alex G,https://music.163.com/song?id=465675773,53962
175,On My Own,Ashes Remain,https://music.163.com/song?id=16483438,53790
176,Life,Tobu,https://music.163.com/song?id=28830410,53602
177,Trouble I'm In,Twinbed,https://music.163.com/song?id=29797698,53510
178,Legends Never Die (Alan Walker Remix),Against the Current / Alan Walker,https://music.163.com/song?id=517411583,53206
179,Turnin',Young Rising Sons,https://music.163.com/song?id=28859948,52673
180,Baby,Justin Bieber / Ludacris,https://music.163.com/song?id=18638057,52547
181,East of Eden,Zella Day,https://music.163.com/song?id=29009655,52273
182,Mine (Illenium Remix),ILLENIUM / Phoebe Ryan,https://music.163.com/song?id=30780496,52206
183,Six Feet Under,Billie Eilish,https://music.163.com/song?id=418603177,52148
184,BOOM,Tiësto / Sevenn,https://music.163.com/song?id=474581010,51852
185,Hymn For The Weekend [Remix],Alan Walker / Coldplay,https://music.163.com/song?id=419594258,51820
186,Sofía,Álvaro Soler,https://music.163.com/song?id=409872465,51818
187,mede:mede,Reol,https://music.163.com/song?id=33516495,51711
188,NEXT TO YOU,Ken Arai,https://music.163.com/song?id=29816800,51434
189,Ascension (Remix),MitiS,https://music.163.com/song?id=28283079,51433
190,The Right Path,Thomas Greenberg,https://music.163.com/song?id=2061452,51097
191,Party Till We Die (Radio Edit),Timmy Trumpet / Andrew W.K. / MAKJ,https://music.163.com/song?id=427542109,51093
192,Last Of The Wilds,Nightwish,https://music.163.com/song?id=21312101,51085
193,My My My!,Troye Sivan,https://music.163.com/song?id=529825010,50818
194,Epic Sax Guy,Sunstroke Project,https://music.163.com/song?id=29844491,50784
195,Heartbeats,Amy Deasismont,https://music.163.com/song?id=2175282,50743
196,Gotta Have You,The Weepies,https://music.163.com/song?id=19572271,50724
197,Mystery of Love,Sufjan Stevens,https://music.163.com/song?id=516358164,50529
198,Річка,Various Artists,https://music.163.com/song?id=25862794,50505
199,Like I Would (Tom Budin Remix),Tom Budin / ZAYN,https://music.163.com/song?id=409647737,50172
200,Love Me Like You Do,Ellie Goulding,https://music.163.com/song?id=29966565,49962
201,If You Feel My Love (Chaow Mix),Blaxy Girls,https://music.163.com/song?id=16714264,49777
202,Love The Way You Lie,Eminem / Rihanna,https://music.163.com/song?id=1297841,49588
203,Worth It,Fifth Harmony / KiD Ink,https://music.163.com/song?id=30212890,49554
204,Summer Air,ItaloBrothers,https://music.163.com/song?id=432780721,49415
205,Forgettable,Project 46 / Olivia,https://music.163.com/song?id=33035577,49242
206,Havana,Camila Cabello / Young Thug,https://music.163.com/song?id=494865824,49121
207,ＷＡＩＴＩＮＧ,ＴＲＡ＄Ｈ,https://music.163.com/song?id=517565384,49096
208,Hotel California,Eagles,https://music.163.com/song?id=26289183,49048
209,Something Just Like This,Alex Goot / Madilyn Bailey,https://music.163.com/song?id=470795480,48897
210,Brother Louie,Modern Talking,https://music.163.com/song?id=4175444,48893
211,We Can't Stop,Boyce Avenue / Bea Miller,https://music.163.com/song?id=29480187,48743
212,Attention,Charlie Puth,https://music.163.com/song?id=473817398,48488
213,Turn Down for What,DJ Snake / Lil Jon,https://music.163.com/song?id=27888500,47714
214,If I Die Young,The Band Perry,https://music.163.com/song?id=28157586,47605
215,Sleepyhead,Galen Crew,https://music.163.com/song?id=27588470,47399
216,Rap God,Eminem,https://music.163.com/song?id=27853227,47316
217,Good Life,G-Eazy / Kehlani,https://music.163.com/song?id=466122659,47028
218,Lonely,Nana,https://music.163.com/song?id=21274655,46744
219,GQ,Lola Coca,https://music.163.com/song?id=410654865,46549
220,Think Again,Kate Havnevik,https://music.163.com/song?id=2872197,46516
221,I'm Yours,Jason Mraz,https://music.163.com/song?id=18611643,46459
222,I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN / Taylor Swift,https://music.163.com/song?id=445666472,46242
223,Remember The Name,Fort Minor / Styles of Beyond,https://music.163.com/song?id=1345018,46096
224,Say Something,A Great Big World,https://music.163.com/song?id=28208046,46068
225,Unbelievable,Owl City / Hanson,https://music.163.com/song?id=32835004,45803
226,We Are Young,Fun. / Janelle Monáe,https://music.163.com/song?id=26069686,45798
227,River Flows In You,Martin Ermen,https://music.163.com/song?id=20110049,45681
228,Loving Strangers,Jocelyn Pook / Russian Red,https://music.163.com/song?id=2788529,45584
229,Solo Dance,Martin Jensen,https://music.163.com/song?id=439076364,45468
230,You Are Not Alone,Michael Jackson,https://music.163.com/song?id=1697653,45020
231,Me and My Broken Heart,Rixton,https://music.163.com/song?id=28308080,44646
232,Nothing's Gonna Change My Love For You,Westlife,https://music.163.com/song?id=2080326,44332
233,Sing Me to Sleep,Alan Walker / Iselin Solheim,https://music.163.com/song?id=415792222,44245
234,I Really Like You,Carly Rae Jepsen,https://music.163.com/song?id=30841076,44037
235,Battle Symphony,Linkin Park,https://music.163.com/song?id=460043748,43982
236,Way Back Into Love (Demo),Hugh Grant / Drew Barrymore,https://music.163.com/song?id=5046367,43842
237,Walk Away - Album Version,Dia Frampton,https://music.163.com/song?id=2529311,43838
238,Boom Clap,Charli XCX,https://music.163.com/song?id=28566210,43693
239,Stay Here Forever,Jewel,https://music.163.com/song?id=18836961,43554
240,ninelie,Aimer / EGOIST,https://music.163.com/song?id=409872504,43242
241,Don't Let Me Down,The Chainsmokers / Daya,https://music.163.com/song?id=402070862,43167
242,Lover Boy 88,Higher Brothers / Phum Viphurit,https://music.163.com/song?id=864647456,42967
243,Time Machine,Ingrid Michaelson,https://music.163.com/song?id=28402345,42959
244,Aloha Heja He,Achim Reichel,https://music.163.com/song?id=32337953,42911
245,Walking In the Sun (Defrix Remix),Defrix,https://music.163.com/song?id=401723106,42880
246,What Are Words,Chris Medina,https://music.163.com/song?id=1210461,42714
247,Try Everything,Shakira,https://music.163.com/song?id=405485737,42687
248,La Vida Seguirá,Álvaro Soler,https://music.163.com/song?id=34033985,42164
249,for him.,Troye Sivan / Allday,https://music.163.com/song?id=37955044,42155
250,This Is What You Came For,Calvin Harris / Rihanna,https://music.163.com/song?id=411314681,42054
251,YOUTH,Troye Sivan / Allie X,https://music.163.com/song?id=36668810,41819
252,Wannabe (Spice Girls Cover),Unlike Pluto / Joanna Jones,https://music.163.com/song?id=501220770,41785
253,I Don't Want To Say Goodbye,Teddy Thompson,https://music.163.com/song?id=1377247,41576
254,Apologize,OneRepublic,https://music.163.com/song?id=4224657,41164
255,Xenogenesis,TheFatRat,https://music.163.com/song?id=29771215,41049
256,I wanted you,Ina Wroldsen,https://music.163.com/song?id=2772113,41015
257,Good Time,Owl City / Carly Rae Jepsen,https://music.163.com/song?id=17706562,40999
258,River,Bishop Briggs,https://music.163.com/song?id=402070513,40882
259,Nothing Hurts Like This,Slo,https://music.163.com/song?id=32069280,40730
260,Take Me To Your Heart,Michael Learns To Rock,https://music.163.com/song?id=4173190,40709
261,The Saltwater Room,Owl City / Breanne Düren,https://music.163.com/song?id=1807865,40510
262,Try,Asher Book,https://music.163.com/song?id=5041667,40438
263,Pink Champagne,Nick Lopez,https://music.163.com/song?id=448749148,40170
264,Innocence,Avril Lavigne,https://music.163.com/song?id=16431842,40135
265,Without You,Avicii / Sandro Cavazza,https://music.163.com/song?id=496869523,40126
266,All We Know,The Chainsmokers / Phoebe Ryan,https://music.163.com/song?id=432698441,40089
267,Superstar,Beatrich,https://music.163.com/song?id=492145159,39963
268,Highscore,Panda Eyes,https://music.163.com/song?id=29737634,39951
269,Photograph,Ed Sheeran,https://music.163.com/song?id=28692519,39753
270,Chain Hang Low,Jibbs,https://music.163.com/song?id=18803411,39752
271,Soldier,Samantha Jade,https://music.163.com/song?id=27969800,39676
272,Locked Away,OutaMatic / Maddie Wilson / Madilyn Paige,https://music.163.com/song?id=406072193,39586
273,Escape,Dripice,https://music.163.com/song?id=403012527,39382
274,Tokyo Hot,Z3BROTHER,https://music.163.com/song?id=34376545,39182
275,Everybody,Ingrid Michaelson,https://music.163.com/song?id=18374823,39166
276,Maps,Maroon 5,https://music.163.com/song?id=28661564,39049
277,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling / Emma Stone,https://music.163.com/song?id=441612583,38990
278,Crazy Bird,Wild Child,https://music.163.com/song?id=27845535,38962
279,Tales of the Electric Romeo,Immediate Music,https://music.163.com/song?id=27129154,38948
280,Listen,ONE OK ROCK / Avril Lavigne,https://music.163.com/song?id=453176145,38875
281,Color Blind,Matt B,https://music.163.com/song?id=29418632,38738
282,It's Ok,DJ Maxwell,https://music.163.com/song?id=28708061,38667
283,All of Me,John Legend,https://music.163.com/song?id=27556211,38642
284,Deja Vu,Dave Rodgers,https://music.163.com/song?id=27625424,38489
285,Until You,Shayne Ward,https://music.163.com/song?id=19081573,38424
286,POP/STARS,Madison Beer / (G)I-DLE / Jaira Burns,https://music.163.com/song?id=1321385655,38252
287,Butterfly,Smile. DK,https://music.163.com/song?id=22535163,38233
288,Trap Shit V22,ƱZ,https://music.163.com/song?id=33255655,38092
289,SpongeBob SquarePants Theme Song,SpongeBob Squarepants,https://music.163.com/song?id=19207074,37963
290,Wolves,Selena Gomez / Marshmello,https://music.163.com/song?id=515269424,37842
291,Parties,Jake Miller,https://music.163.com/song?id=484365611,37839
292,Pretty Girl (Cheat Codes X CADE Remix),Cheat Codes / Maggie Lindemann / CADE,https://music.163.com/song?id=465920775,37763
293,Early to Bed,Morphine,https://music.163.com/song?id=4176043,37657
294,Poker Face,Lady Gaga,https://music.163.com/song?id=21038748,37600
295,The Next Episode,Dr. Dre / Snoop Dogg,https://music.163.com/song?id=27403811,37584
296,Counting Sheep,SAFIA,https://music.163.com/song?id=31081299,37581
297,Nom Nom Nom Nom Nom Nom Nom,Parry Gripp,https://music.163.com/song?id=21471226,37418
298,Higher,Tobu,https://music.163.com/song?id=28830412,37183
299,The Story Never Ends (Piano Version),Lauv,https://music.163.com/song?id=437802479,37182
300,Animals,Maroon 5,https://music.163.com/song?id=28987626,36711
301,Sign,DEAMN,https://music.163.com/song?id=440101136,36685
302,ㅤ,Setton,https://music.163.com/song?id=479223232,36672
303,Fire,Gavin Degraw,https://music.163.com/song?id=28923579,36524
304,Rumors,Jake Miller,https://music.163.com/song?id=33071205,36374
305,เจอกับตัวเอง...ถึงรู้,Sara Nusara Poongprasert,https://music.163.com/song?id=3427474,36359
306,Shooting Stars,Bag Raiders,https://music.163.com/song?id=27108022,36124
307,Battles and Wastelands,Neo Retros,https://music.163.com/song?id=21301195,36056
308,Where Is The Love（Soule Rework),Clément Bcx / Black Eyed Peas / Ellena Soule,https://music.163.com/song?id=34144434,36049
309,Rags To Rings,Danny Mc Carthy,https://music.163.com/song?id=28949412,35948
310,Shape of You,J.Fla,https://music.163.com/song?id=468882985,35943
311,Perfect,Ed Sheeran,https://music.163.com/song?id=460043703,35897
312,Marry You,Bruno Mars,https://music.163.com/song?id=25657282,35869
313,We No Speak Americano,Yolanda B Cool & DCup,https://music.163.com/song?id=5099470,35858
314,She Is My Sin,Nightwish,https://music.163.com/song?id=4209157,35848
315,The Day You Went Away,M2M,https://music.163.com/song?id=3026369,35808
316,Insomnia,Craig David,https://music.163.com/song?id=16959121,35716
317,Out of Breath,Jared Lee,https://music.163.com/song?id=1592677,35622
318,Changing [Goldsmyth Edition],SIGMA / Paloma Faith,https://music.163.com/song?id=29378196,35525
319,Shiver,skel,https://music.163.com/song?id=515816380,35329
320,Summer Vibe (Pegato Remix),Pegato / Walk off the Earth,https://music.163.com/song?id=33522489,35219
321,Soviet March,James Hannigan / The Skywalker Symphony Chorus,https://music.163.com/song?id=28739617,34883
322,Glitter & Gold,Barns Courtney,https://music.163.com/song?id=457761477,34882
323,학교를 안갔어!,량현량하,https://music.163.com/song?id=27965452,34848
324,Waiting for Love,Avicii / Martin Garrix / Simon Aldred,https://music.163.com/song?id=32196550,34819
325,Bomba (Radio Edit) (Remix Klass),Jessy Matador,https://music.163.com/song?id=423227267,34803
326,New Thang,Redfoo,https://music.163.com/song?id=28959074,34612
327,Reality,Lost Frequencies / Janieck Devy,https://music.163.com/song?id=32835377,34581
328,See It Again,Loud Luxury,https://music.163.com/song?id=447076645,34564
329,The Show,Lenka,https://music.163.com/song?id=16607998,34475
330,Shots (Broiler Remix),Imagine Dragons / Broiler,https://music.163.com/song?id=31789010,34374
331,❄️,adan,https://music.163.com/song?id=473805760,34167
332,Walk Away,LVNDSCAPE / Kaptan,https://music.163.com/song?id=469243036,34136
333,Cornfield Chase,Hans Zimmer,https://music.163.com/song?id=29734857,34101
334,Chained to the Rhythm,Katy Perry / Skip Marley,https://music.163.com/song?id=459062072,34060
335,EuroDancer,Klave,https://music.163.com/song?id=32639078,33993
336,Just the Way You Are,Bruno Mars,https://music.163.com/song?id=5093684,33946
337,Burning,Maria Arredondo,https://music.163.com/song?id=3026472,33920
338,He's a Pirate,Klaus Badelt,https://music.163.com/song?id=1620506,33848
339,Let Her Go,Jasmine Thompson,https://music.163.com/song?id=27846862,33749
340,Whiskey and Morphine,Alexander Jean,https://music.163.com/song?id=416700932,33587
341,Because of You,Kelly Clarkson,https://music.163.com/song?id=16232697,33451
342,You Raise Me Up,Westlife,https://music.163.com/song?id=20707713,33448
343,Skin,Rag'N'Bone Man,https://music.163.com/song?id=455653437,33371
344,Vagrant,Feint / Veela,https://music.163.com/song?id=34613621,33251
345,Why Would I Ever,Paula DeAnda,https://music.163.com/song?id=3305969,33241
346,Dat $tick,Rich Brian,https://music.163.com/song?id=408332879,33116
347,Tennessee,Hans Zimmer,https://music.163.com/song?id=1429338,33007
348,Frontier,Doctor Vox,https://music.163.com/song?id=30987703,32992
349,Despacito,Luis Fonsi / Daddy Yankee,https://music.163.com/song?id=452613551,32971
350,Stay,Zedd / Alessia Cara,https://music.163.com/song?id=461518855,32968
351,Häschenparty (Album Version),Schnuffel,https://music.163.com/song?id=19098254,32935
352,It's My Life,Bon Jovi,https://music.163.com/song?id=3950546,32929
353,Alone,Marshmello,https://music.163.com/song?id=412785957,32878
354,Bloom,Troye Sivan,https://music.163.com/song?id=556204150,32867
355,Strawberries & Cigarettes,Troye Sivan,https://music.163.com/song?id=544247584,32809
356,Ein kleines Lied (Around The World),Candee!,https://music.163.com/song?id=17075871,32771
357,Lone Ranger,Rachel Platten,https://music.163.com/song?id=29803676,32668
358,Undo,Sanna Nielsen,https://music.163.com/song?id=28378127,32238
