link,name,singer,comments_num
https://music.163.com/song?id=28864239,I'm Not in Love,10cc,1785
https://music.163.com/song?id=466333479,2 Numb (prod. lilhappylilsad),Poppy Tears / lil happy lil sad,1785
https://music.163.com/song?id=404746052,Stressed Out (Tomsize Remix),Tomsize / twenty one pilots,1785
https://music.163.com/song?id=21231403,Take A Bow,Madonna / Babyface,1784
https://music.163.com/song?id=490381069,Bastards,Kesha,1783
https://music.163.com/song?id=30496967,The Heart of a Champion,Network Music Ensemble,1782
https://music.163.com/song?id=463268860,Never Gonna Stop,Aash Mehta / Aviella,1782
https://music.163.com/song?id=536243327,Nuh Ready Nuh Ready,Calvin Harris / PARTYNEXTDOOR,1782
https://music.163.com/song?id=16766469,The Coast No Man Can Tell,Bill Fay,1781
https://music.163.com/song?id=468882982,I Feel It Coming,J.Fla,1781
https://music.163.com/song?id=515796243,I Knew You So Well,TSUKI / Shiloh Dynasty,1781
https://music.163.com/song?id=463160183,Synchronize,Alex Parker / Alexandra Stan,1780
https://music.163.com/song?id=3952817,Spicks and Specks,Bee Gees,1779
https://music.163.com/song?id=29034642,Say Something,Jasmine Thompson,1778
https://music.163.com/song?id=399341481,Propaganda (Original Mix),DJ Snake,1778
https://music.163.com/song?id=32165733,The Buzz,Hermitude / Mataya / Young Tapz,1778
https://music.163.com/song?id=419596469,What For,Axero / Tau,1776
https://music.163.com/song?id=475073469,Something Just Like This (R3hab Remix),The Chainsmokers / Coldplay / R3hab,1776
https://music.163.com/song?id=5057939,The Circle Of Life,Carmen Twillie / Lebo M.,1776
https://music.163.com/song?id=428116474,Invaders,Zomboy,1775
https://music.163.com/song?id=1308782023,Promise,thesapientdream,1775
https://music.163.com/song?id=531181934,Better with You,Jesse McCartney,1773
https://music.163.com/song?id=461811804,Atrevete,Karen Méndez / Juacko,1773
https://music.163.com/song?id=5052770,Across the Universe,Rufus Wainwright,1773
https://music.163.com/song?id=536870703,Not A Love Song (VAVO Remix),Bülow / VAVO,1773
https://music.163.com/song?id=32341393,Get Together,Lenka,1772
https://music.163.com/song?id=410801687,Dear Boy (Nekzlo Remix),Nekzlo / Avicii,1772
https://music.163.com/song?id=26367104,Hungry Heart,Bruce Springsteen,1771
https://music.163.com/song?id=28946560,1941 (feat. Virian),Klaypex,1770
https://music.163.com/song?id=461124254,i shouldn't look back w/ scum & lil lotus [prod fats'e],fats'e / Scum / Lil Lotus,1769
https://music.163.com/song?id=426502082,Undone,Jane XØ / Dannic,1769
https://music.163.com/song?id=495218194,Rolex (Steve Aoki Remix),Steve Aoki / Ayo & Teo,1769
https://music.163.com/song?id=19395222,Oh My Stars,Andrew Belle,1769
https://music.163.com/song?id=1318511442,AGEN WIDA,Joyryde / Skrillex,1768
https://music.163.com/song?id=18172465,The Life,Hinder,1767
https://music.163.com/song?id=2535758,April In Torino,Eddie Higgins Trio,1766
https://music.163.com/song?id=427542086,Let You Get Away,Shaun Frank / Ashe,1766
https://music.163.com/song?id=28864580,Never Let U Go,Kamelia Todorova / Voxlight,1765
https://music.163.com/song?id=4415690,Beautiful Girl,V Factory,1765
https://music.163.com/song?id=548785554,Wasted Times,The Weeknd,1765
https://music.163.com/song?id=557581494,Sound of Where'd U Go,ILLENIUM / Said The Sky / 1788-L / Kerli,1764
https://music.163.com/song?id=442869301,Shed a Light,Robin Schulz / David Guetta / Cheat Codes,1764
https://music.163.com/song?id=435552088,you gon need it,nafla,1764
https://music.163.com/song?id=482115760,JIEBOSS-Prelude.1（JIEBOSS remix）,JIEBOSS,1764
https://music.163.com/song?id=403136025,Summatime Fine,Mars Today,1763
https://music.163.com/song?id=414826647,Lost,Gareth Emery / Janet Devlin,1762
https://music.163.com/song?id=30612325,Live Wire,Excision,1762
https://music.163.com/song?id=28111067,Partition,Beyoncé,1762
https://music.163.com/song?id=18172485,Up All Night,Hinder,1762
https://music.163.com/song?id=2001272,The Crime at Edmond Lake,Tamas Wells,1762
https://music.163.com/song?id=1789614,Lonley[Ext. Mix] - remix,Nana,1761
https://music.163.com/song?id=507986112,Sober (Krakn Remix),Cheat Codes / Nicky Romero,1761
https://music.163.com/song?id=491277010,Space Jam,MAKJ / Fatman Scoop / Michael Sparks,1761
https://music.163.com/song?id=18385798,Right One,IT BOYS!,1760
https://music.163.com/song?id=524541136,Kuchakla(Serhat Durmus Remix),Namsız,1759
https://music.163.com/song?id=478736121,Lines of the Broken,DROELOE / Cut_ / San Holo,1759
https://music.163.com/song?id=470687465,And I'm Leaving,Leslie Clio,1758
https://music.163.com/song?id=1519097,Pray,Justin Bieber,1758
https://music.163.com/song?id=16345146,Levels (Original Version),Avicii,1757
https://music.163.com/song?id=486999672,cherrios,bbno$ / Yung Gravy,1757
https://music.163.com/song?id=516612028,You Are Here,SATICA,1756
https://music.163.com/song?id=3452999,None of Your Business,Salt-N-Pepa,1756
https://music.163.com/song?id=463001868,No More Sad Songs,Little Mix / MGK,1756
https://music.163.com/song?id=507585216,Let You Go,ILLENIUM / Ember Island,1754
https://music.163.com/song?id=458711387,Everybody's House (Original Mix),Andruss,1754
https://music.163.com/song?id=1316767736,Crying In The Sun,Faustix / Shannon Rani,1754
https://music.163.com/song?id=35807443,Only One,ILLENIUM / Nina Sung,1754
https://music.163.com/song?id=425137996,Hey Mama (Virani Remix),Virani / David Guetta,1754
https://music.163.com/song?id=432821648,Best Day of My Life,Pixie Lott,1753
https://music.163.com/song?id=456175028,Quit You,Lost Kings / Tinashé,1753
https://music.163.com/song?id=1305016436,Do Or Die,Axel Johansson,1752
https://music.163.com/song?id=409374302,I'm Born To Run,American Authors,1751
https://music.163.com/song?id=520458889,you can't really save me,guccihighwaters,1751
https://music.163.com/song?id=36871596,Heaven Sent,J-Louis / Zacari,1751
https://music.163.com/song?id=27781128,DJ Turn It Up,Yellow Claw,1750
https://music.163.com/song?id=465973451,Options,Pitbull / Stephen Marley,1750
https://music.163.com/song?id=28337092,Hideaway,Kiesza,1750
https://music.163.com/song?id=484058025,No Glory,Skan / Krale / Drama B / M.I.M.E,1749
https://music.163.com/song?id=502228184,WHISTLE (Japanese Ver.),BLACKPINK,1748
https://music.163.com/song?id=545350949,before I close my eyes,XXXTENTACION,1748
https://music.163.com/song?id=1315467584,Out Of This Town,Hardwell / VINAI / Cam Meekins,1747
https://music.163.com/song?id=21312198,She Is My Sin (Album Version),Nightwish,1747
https://music.163.com/song?id=534631473,Sex n' Drugs (feat. Harrison Sands & Copper King),Abhi The Nomad,1747
https://music.163.com/song?id=35283459,Stay With Me (Natio Remix),Natio / Jasmine Thompson / Sam Smith,1746
https://music.163.com/song?id=570295132,Hometown,Sheppard,1746
https://music.163.com/song?id=590011,i do,Ilaria Graziano,1745
https://music.163.com/song?id=1325896666,Fiery Sky,Jarico,1745
https://music.163.com/song?id=1331698097,Mixed Signals,Rezz / Blanke,1745
https://music.163.com/song?id=558132121,Long Way Down,W&W / Giin / Darren Styles,1744
https://music.163.com/song?id=574928903,Find Our Way,Midnight Kids / Klei,1744
https://music.163.com/song?id=513054672,In The Mood,Henri Pfr / Romeo Blanco,1743
https://music.163.com/song?id=540583009,Wolves (Owen Norton Remix),Selena Gomez / Marshmello / Owen Norton,1743
https://music.163.com/song?id=1316375786,Take Me Away,DEAMN,1743
https://music.163.com/song?id=29561039,Lips Are Movin,Meghan Trainor,1742
https://music.163.com/song?id=430208270,Let Me Love You,Alex Goot / Kurt Hugo Schneider / Against the Current,1742
https://music.163.com/song?id=25657246,The Lazy Song,Bruno Mars,1742
https://music.163.com/song?id=421148326,Ocho Cinco,DJ Snake / Yellow Claw,1742
https://music.163.com/song?id=570275369,Let It Go,R3hab / Skytech,1741
https://music.163.com/song?id=473602856,My Sweet Lord,George Harrison,1741
https://music.163.com/song?id=468517575,lovesick,marina / elijah thrill,1741
https://music.163.com/song?id=463352637,Cold Water,J.Fla,1740
https://music.163.com/song?id=399953245,All I See (feat. Laura Brehm),Draper / Laura Brehm,1740
